Manufacturer,Generation,Product Name,GPU URL,GPU Chip,Chip URL,Released,Bus,Memory,GPU clock,Memory clock,Architecture,Foundry,Process Size,Transistors,Density,Die Size,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,WDDM,Tensor Cores,RT Cores,Shading Units,TMUs,ROPs,SM Count,L0 Cache,L1 Cache,L2 Cache,L3 Cache,Max. TDP,Pixel Rate,Texture Rate,FP16 (half),FP32 (float),FP64 (double)
Nvidia,GeForce 400,GeForce 405 OEM,https://www.techpowerup.com/gpu-specs/geforce-405-oem.c604,GT216,https://www.techpowerup.com/gpu-specs/nvidia-gt216.g141,"Sep 3rd, 2010",PCIe 2.0 x16,"512 MB, DDR3, 64 bit",475 MHz,800 MHz,Tesla 2.0,TSMC,40 nm,486 million,4.9M / mm²,100 mm²,11.1 (10_1),3.3,1.1,N/A,4.1,1.2,,,48,16,8,6,,,64 KB,,58 W,3.800 GPixel/s,7.600 GTexel/s,,105.6 GFLOPS,
Nvidia,GeForce 400,GeForce GT 415 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-415-oem.c2105,GT216,https://www.techpowerup.com/gpu-specs/nvidia-gt216.g141,"Sep 3rd, 2010",PCIe 2.0 x16,"512 MB, DDR3, 128 bit",625 MHz,333 MHz,Tesla 2.0,TSMC,40 nm,486 million,4.9M / mm²,100 mm²,11.1 (10_1),3.3,1.1,N/A,4.1,1.2,,,48,16,8,6,,,64 KB,,58 W,5.000 GPixel/s,10.00 GTexel/s,,130.6 GFLOPS,
Nvidia,GeForce 400,GeForce GT 420 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-420-oem.c259,GF108,https://www.techpowerup.com/gpu-specs/nvidia-gf108.g82,"Sep 3rd, 2010",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,Fermi,TSMC,40 nm,585 million,5.0M / mm²,116 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,96,16,8,4,,64 KB per SM,256 KB,,65 W,1.400 GPixel/s,2.800 GTexel/s,,134.4 GFLOPS,11.20 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GT 430 PCI,https://www.techpowerup.com/gpu-specs/geforce-gt-430-pci.c3327,GF108,https://www.techpowerup.com/gpu-specs/nvidia-gf108.g82,"Oct 11th, 2010",PCI,"512 MB, DDR3, 64 bit",700 MHz,600 MHz,Fermi,TSMC,40 nm,585 million,5.0M / mm²,116 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,96,16,8,4,,64 KB per SM,256 KB,,65 W,2.800 GPixel/s,11.20 GTexel/s,,268.8 GFLOPS,22.40 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GT 430,https://www.techpowerup.com/gpu-specs/geforce-gt-430.c603,GF108,https://www.techpowerup.com/gpu-specs/nvidia-gf108.g82,"Oct 11th, 2010",PCIe 2.0 x16,"512 MB, DDR3, 64 bit",700 MHz,800 MHz,Fermi,TSMC,40 nm,585 million,5.0M / mm²,116 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,96,16,8,4,,64 KB per SM,256 KB,,65 W,2.800 GPixel/s,11.20 GTexel/s,,268.8 GFLOPS,22.40 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GT 430 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-430-oem.c1957,GF108,https://www.techpowerup.com/gpu-specs/nvidia-gf108.g82,"Oct 11th, 2010",PCIe 2.0 x16,"2 GB, DDR3, 128 bit",700 MHz,800 MHz,Fermi,TSMC,40 nm,585 million,5.0M / mm²,116 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,96,16,8,4,,64 KB per SM,256 KB,,65 W,2.800 GPixel/s,11.20 GTexel/s,,268.8 GFLOPS,22.40 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GT 440,https://www.techpowerup.com/gpu-specs/geforce-gt-440.c600,GF108,https://www.techpowerup.com/gpu-specs/nvidia-gf108.g82,"Feb 1st, 2011",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",810 MHz,900 MHz,Fermi,TSMC,40 nm,585 million,5.0M / mm²,116 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,96,16,8,4,,64 KB per SM,256 KB,,65 W,3.240 GPixel/s,12.96 GTexel/s,,311.0 GFLOPS,25.92 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GT 440 Mac Edition,https://www.techpowerup.com/gpu-specs/geforce-gt-440-mac-edition.c2256,GF108,https://www.techpowerup.com/gpu-specs/nvidia-gf108.g82,"Feb 9th, 2011",PCIe 1.0 x16,"1024 MB, DDR3, 128 bit",810 MHz,667 MHz,Fermi,TSMC,40 nm,585 million,5.0M / mm²,116 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,96,16,8,4,,64 KB per SM,256 KB,,65 W,3.240 GPixel/s,12.96 GTexel/s,,311.0 GFLOPS,25.92 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GT 440 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-440-oem.c261,GF106,https://www.techpowerup.com/gpu-specs/nvidia-gf106.g83,"Oct 11th, 2010",PCIe 2.0 x16,"1536 MB, DDR3, 192 bit",810 MHz,900 MHz,Fermi,TSMC,40 nm,"1,170 million",4.9M / mm²,238 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,192,32,24,4,,64 KB per SM,384 KB,,106 W,4.860 GPixel/s,19.44 GTexel/s,,466.6 GFLOPS,38.88 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTS 450 OEM,https://www.techpowerup.com/gpu-specs/geforce-gts-450-oem.c3011,GF106,https://www.techpowerup.com/gpu-specs/nvidia-gf106.g83,"Sep 13th, 2010",PCIe 2.0 x16,"512 MB, GDDR5, 128 bit",783 MHz,902 MHz,Fermi,TSMC,40 nm,"1,170 million",4.9M / mm²,238 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,192,32,24,4,,64 KB per SM,384 KB,,106 W,4.698 GPixel/s,18.79 GTexel/s,,451.0 GFLOPS,37.58 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTS 450 OEM,https://www.techpowerup.com/gpu-specs/geforce-gts-450-oem.c599,GF106,https://www.techpowerup.com/gpu-specs/nvidia-gf106.g83,"Oct 11th, 2010",PCIe 2.0 x16,"1536 MB, GDDR5, 192 bit",790 MHz,1000 MHz,Fermi,TSMC,40 nm,"1,170 million",4.9M / mm²,238 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,192,32,24,4,,64 KB per SM,384 KB,,106 W,4.740 GPixel/s,18.96 GTexel/s,,455.0 GFLOPS,37.92 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTS 450,https://www.techpowerup.com/gpu-specs/geforce-gts-450.c1778,GF106,https://www.techpowerup.com/gpu-specs/nvidia-gf106.g83,"Sep 13th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",783 MHz,902 MHz,Fermi,TSMC,40 nm,"1,170 million",4.9M / mm²,238 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,192,32,24,4,,64 KB per SM,384 KB,,106 W,6.264 GPixel/s,25.06 GTexel/s,,601.3 GFLOPS,50.11 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTS 450 Rev. 2,https://www.techpowerup.com/gpu-specs/geforce-gts-450-rev-2.c595,GF116,https://www.techpowerup.com/gpu-specs/nvidia-gf116.g88,"Mar 15th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",783 MHz,902 MHz,Fermi 2.0,TSMC,40 nm,"1,170 million",4.9M / mm²,238 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,192,32,24,4,,64 KB per SM,384 KB,,116 W,6.264 GPixel/s,25.06 GTexel/s,,601.3 GFLOPS,50.11 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTS 450 Rev. 3,https://www.techpowerup.com/gpu-specs/geforce-gts-450-rev-3.c2043,GF116,https://www.techpowerup.com/gpu-specs/nvidia-gf116.g88,"Jul 11th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",783 MHz,700 MHz,Fermi 2.0,TSMC,40 nm,"1,170 million",4.9M / mm²,238 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,192,32,24,4,,64 KB per SM,384 KB,,116 W,4.698 GPixel/s,18.79 GTexel/s,,451.0 GFLOPS,37.58 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTX 460 SE,https://www.techpowerup.com/gpu-specs/geforce-gtx-460-se.c357,GF104,https://www.techpowerup.com/gpu-specs/nvidia-gf104.g84,"Nov 15th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",650 MHz,850 MHz,Fermi,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,160 W,7.800 GPixel/s,31.20 GTexel/s,,748.8 GFLOPS,62.40 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTX 460 SE v2,https://www.techpowerup.com/gpu-specs/geforce-gtx-460-se-v2.c1873,GF114,https://www.techpowerup.com/gpu-specs/nvidia-gf114.g87,"Nov 15th, 2010",PCIe 2.0 x16,"768 MB, GDDR5, 192 bit",650 MHz,850 MHz,Fermi 2.0,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,170 W,7.800 GPixel/s,31.20 GTexel/s,,748.8 GFLOPS,62.40 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTX 460 OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-460-oem.c1723,GF104,https://www.techpowerup.com/gpu-specs/nvidia-gf104.g84,"Oct 11th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",650 MHz,850 MHz,Fermi,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,160 W,9.100 GPixel/s,36.40 GTexel/s,,873.6 GFLOPS,72.80 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTX 460,https://www.techpowerup.com/gpu-specs/geforce-gtx-460.c2125,GF104,https://www.techpowerup.com/gpu-specs/nvidia-gf104.g84,"Jul 12th, 2010",PCIe 2.0 x16,"768 MB, GDDR5, 192 bit",675 MHz,900 MHz,Fermi,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,160 W,9.450 GPixel/s,37.80 GTexel/s,,907.2 GFLOPS,75.60 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTX 460,https://www.techpowerup.com/gpu-specs/geforce-gtx-460.c265,GF104,https://www.techpowerup.com/gpu-specs/nvidia-gf104.g84,"Jul 12th, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",675 MHz,900 MHz,Fermi,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,160 W,9.450 GPixel/s,37.80 GTexel/s,,907.2 GFLOPS,75.60 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTX 460 v2,https://www.techpowerup.com/gpu-specs/geforce-gtx-460-v2.c356,GF114,https://www.techpowerup.com/gpu-specs/nvidia-gf114.g87,"Sep 24th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",779 MHz,1002 MHz,Fermi 2.0,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,170 W,10.91 GPixel/s,43.62 GTexel/s,,"1,046 GFLOPS",87.19 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTX 460 v2 ES,https://www.techpowerup.com/gpu-specs/geforce-gtx-460-v2-es.c3359,GF114,https://www.techpowerup.com/gpu-specs/nvidia-gf114.g87,"Sep 24th, 2011",PCIe 2.0 x16,"1280 MB, GDDR5, 256 bit",779 MHz,1002 MHz,Fermi 2.0,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,170 W,10.91 GPixel/s,43.62 GTexel/s,,"1,046 GFLOPS",87.19 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTX 460 X2,https://www.techpowerup.com/gpu-specs/geforce-gtx-460-x2.c1928,GF104,https://www.techpowerup.com/gpu-specs/nvidia-gf104.g84,"Mar 11th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",701 MHz,900 MHz,Fermi,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,160 W,9.814 GPixel/s,39.26 GTexel/s,,941.5 GFLOPS,78.46 GFLOPS (1:12)
Nvidia,GeForce 400,GeForce GTX 465,https://www.techpowerup.com/gpu-specs/geforce-gtx-465.c266,GF100,https://www.techpowerup.com/gpu-specs/nvidia-gf100.g85,"May 31st, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",608 MHz,802 MHz,Fermi,TSMC,40 nm,"3,100 million",5.9M / mm²,529 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,512,64,48,16,,64 KB per SM,768 KB,,900 W,13.38 GPixel/s,26.75 GTexel/s,,855.4 GFLOPS,106.9 GFLOPS (1:8)
Nvidia,GeForce 400,GeForce GTX 470,https://www.techpowerup.com/gpu-specs/geforce-gtx-470.c267,GF100,https://www.techpowerup.com/gpu-specs/nvidia-gf100.g85,"Mar 26th, 2010",PCIe 2.0 x16,"1280 MB, GDDR5, 320 bit",608 MHz,837 MHz,Fermi,TSMC,40 nm,"3,100 million",5.9M / mm²,529 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,512,64,48,16,,64 KB per SM,768 KB,,900 W,17.02 GPixel/s,34.05 GTexel/s,,"1,089 GFLOPS",136.1 GFLOPS (1:8)
Nvidia,GeForce 400,GeForce GTX 470 PhysX Edition,https://www.techpowerup.com/gpu-specs/geforce-gtx-470-physx-edition.c1952,GF100,https://www.techpowerup.com/gpu-specs/nvidia-gf100.g85,Never Released,PCIe 2.0 x16,"1280 MB, GDDR5, 320 bit",608 MHz,837 MHz,Fermi,TSMC,40 nm,"3,100 million",5.9M / mm²,529 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,512,64,48,16,,64 KB per SM,768 KB,,900 W,17.02 GPixel/s,34.05 GTexel/s,,"1,089 GFLOPS",
Nvidia,GeForce 400,GeForce GTX 470 X2,https://www.techpowerup.com/gpu-specs/geforce-gtx-470-x2.c3000,GF100,https://www.techpowerup.com/gpu-specs/nvidia-gf100.g85,Never Released,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",608 MHz,837 MHz,Fermi,TSMC,40 nm,"3,100 million",5.9M / mm²,529 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,512,64,48,16,,64 KB per SM,768 KB,,900 W,13.38 GPixel/s,26.75 GTexel/s,,855.4 GFLOPS,
Nvidia,GeForce 400,GeForce GTX 480,https://www.techpowerup.com/gpu-specs/geforce-gtx-480.c268,GF100,https://www.techpowerup.com/gpu-specs/nvidia-gf100.g85,"Mar 26th, 2010",PCIe 2.0 x16,"1536 MB, GDDR5, 384 bit",701 MHz,924 MHz,Fermi,TSMC,40 nm,"3,100 million",5.9M / mm²,529 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,512,64,48,16,,64 KB per SM,768 KB,,900 W,21.03 GPixel/s,42.06 GTexel/s,,"1,345 GFLOPS",168.1 GFLOPS (1:8)
Nvidia,GeForce 400,GeForce GTX 480 Core 512,https://www.techpowerup.com/gpu-specs/geforce-gtx-480-core-512.c1930,GF100,https://www.techpowerup.com/gpu-specs/nvidia-gf100.g85,Never Released,PCIe 2.0 x16,"1536 MB, GDDR5, 384 bit",527 MHz,700 MHz,Fermi,TSMC,40 nm,"3,100 million",5.9M / mm²,529 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,512,64,48,16,,64 KB per SM,768 KB,,900 W,16.86 GPixel/s,33.73 GTexel/s,,"1,078 GFLOPS",
Nvidia,GeForce 400,GeForce GTX 490,https://www.techpowerup.com/gpu-specs/geforce-gtx-490.c3332,GF100,https://www.techpowerup.com/gpu-specs/nvidia-gf100.g85,Never Released,PCIe 2.0 x16,"1536 MB, GDDR5, 384 bit",608 MHz,854 MHz,Fermi,TSMC,40 nm,"3,100 million",5.9M / mm²,529 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,512,64,48,16,,64 KB per SM,768 KB,,900 W,18.24 GPixel/s,36.48 GTexel/s,,"1,166 GFLOPS",145.8 GFLOPS (1:8)
Nvidia,GeForce 500,GeForce 505 OEM,https://www.techpowerup.com/gpu-specs/geforce-505-oem.c1998,GT218S,https://www.techpowerup.com/gpu-specs/nvidia-gt218s.g140,"Jan 6th, 2013",PCIe 1.0 x16,"512 MB, DDR3, 64 bit",589 MHz,600 MHz,Tesla 2.0,TSMC,40 nm,260 million,4.6M / mm²,57 mm²,11.1 (10_1),3.3,1.1,N/A,4.1,1.2,,,16,8,4,2,,,32 KB,,50 W,2.356 GPixel/s,4.712 GTexel/s,,44.86 GFLOPS,
Nvidia,GeForce 500,GeForce 505 OEM,https://www.techpowerup.com/gpu-specs/geforce-505-oem.c2060,GT216,https://www.techpowerup.com/gpu-specs/nvidia-gt216.g141,"Feb 17th, 2013",PCIe 1.0 x16,"1024 MB, DDR3, 128 bit",615 MHz,700 MHz,Tesla 2.0,TSMC,40 nm,486 million,4.9M / mm²,100 mm²,11.1 (10_1),3.3,1.1,N/A,4.1,1.2,,,48,16,8,6,,,64 KB,,58 W,4.920 GPixel/s,7.380 GTexel/s,,49.49 GFLOPS,
Nvidia,GeForce 500,GeForce 510 OEM,https://www.techpowerup.com/gpu-specs/geforce-510-oem.c360,GF119S,https://www.techpowerup.com/gpu-specs/nvidia-gf119s.g93,"Sep 29th, 2011",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",523 MHz,898 MHz,Fermi 2.0,TSMC,40 nm,292 million,3.7M / mm²,79 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,48,8,4,2,,64 KB per SM,128 KB,,30 W,1.046 GPixel/s,4.184 GTexel/s,,100.4 GFLOPS,8.368 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GT 520 PCI,https://www.techpowerup.com/gpu-specs/geforce-gt-520-pci.c913,GF119S,https://www.techpowerup.com/gpu-specs/nvidia-gf119s.g93,"Apr 13th, 2011",PCI,"1024 MB, DDR3, 64 bit",810 MHz,900 MHz,Fermi 2.0,TSMC,40 nm,292 million,3.7M / mm²,79 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,48,8,4,2,,64 KB per SM,128 KB,,30 W,1.620 GPixel/s,6.480 GTexel/s,,155.5 GFLOPS,12.96 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GT 520 PCIe x1,https://www.techpowerup.com/gpu-specs/geforce-gt-520-pcie-x1.c912,GF119S,https://www.techpowerup.com/gpu-specs/nvidia-gf119s.g93,"Apr 13th, 2011",PCIe 2.0 x1,"1024 MB, DDR3, 64 bit",810 MHz,900 MHz,Fermi 2.0,TSMC,40 nm,292 million,3.7M / mm²,79 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,48,8,4,2,,64 KB per SM,128 KB,,30 W,1.620 GPixel/s,6.480 GTexel/s,,155.5 GFLOPS,12.96 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GT 520 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-520-oem.c1747,GF108,https://www.techpowerup.com/gpu-specs/nvidia-gf108.g82,"Feb 1st, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",700 MHz,667 MHz,Fermi,TSMC,40 nm,585 million,5.0M / mm²,116 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,96,16,8,4,,64 KB per SM,256 KB,,65 W,1.400 GPixel/s,5.600 GTexel/s,,134.4 GFLOPS,11.20 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GT 520 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-520-oem.c2281,GF119S,https://www.techpowerup.com/gpu-specs/nvidia-gf119s.g93,"Aug 20th, 2012",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",589 MHz,500 MHz,Fermi 2.0,TSMC,40 nm,292 million,3.7M / mm²,79 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,48,8,4,2,,64 KB per SM,128 KB,,30 W,2.356 GPixel/s,4.712 GTexel/s,,134.6 GFLOPS,11.22 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GT 520,https://www.techpowerup.com/gpu-specs/geforce-gt-520.c285,GF119S,https://www.techpowerup.com/gpu-specs/nvidia-gf119s.g93,"Apr 13th, 2011",PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",810 MHz,900 MHz,Fermi 2.0,TSMC,40 nm,292 million,3.7M / mm²,79 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,48,8,4,2,,64 KB per SM,128 KB,,30 W,1.620 GPixel/s,6.480 GTexel/s,,155.5 GFLOPS,12.96 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GT 530 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-530-oem.c630,GF108,https://www.techpowerup.com/gpu-specs/nvidia-gf108.g82,"May 14th, 2011",PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,Fermi,TSMC,40 nm,585 million,5.0M / mm²,116 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,96,16,8,4,,64 KB per SM,256 KB,,65 W,2.800 GPixel/s,11.20 GTexel/s,,268.8 GFLOPS,22.40 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GT 545 OEM,https://www.techpowerup.com/gpu-specs/geforce-gt-545-oem.c626,GF116,https://www.techpowerup.com/gpu-specs/nvidia-gf116.g88,"May 14th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",871 MHz,1000 MHz,Fermi 2.0,TSMC,40 nm,"1,170 million",4.9M / mm²,238 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,192,32,24,4,,64 KB per SM,384 KB,,116 W,5.226 GPixel/s,20.90 GTexel/s,,501.4 GFLOPS,41.78 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GT 545,https://www.techpowerup.com/gpu-specs/geforce-gt-545.c627,GF116,https://www.techpowerup.com/gpu-specs/nvidia-gf116.g88,"May 14th, 2011",PCIe 2.0 x16,"1536 MB, DDR3, 192 bit",720 MHz,800 MHz,Fermi 2.0,TSMC,40 nm,"1,170 million",4.9M / mm²,238 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,192,32,24,4,,64 KB per SM,384 KB,,116 W,4.320 GPixel/s,17.28 GTexel/s,,414.7 GFLOPS,34.56 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GTX 550 Ti,https://www.techpowerup.com/gpu-specs/geforce-gtx-550-ti.c274,GF116,https://www.techpowerup.com/gpu-specs/nvidia-gf116.g88,"Mar 15th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",900 MHz,1026 MHz,Fermi 2.0,TSMC,40 nm,"1,170 million",4.9M / mm²,238 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,192,32,24,4,,64 KB per SM,384 KB,,116 W,7.200 GPixel/s,28.80 GTexel/s,,691.2 GFLOPS,57.60 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GTX 555 OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-555-oem.c882,GF114,https://www.techpowerup.com/gpu-specs/nvidia-gf114.g87,"May 14th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",736 MHz,957 MHz,Fermi 2.0,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,170 W,8.832 GPixel/s,35.33 GTexel/s,,847.9 GFLOPS,70.66 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GTX 560 SE,https://www.techpowerup.com/gpu-specs/geforce-gtx-560-se.c341,GF114,https://www.techpowerup.com/gpu-specs/nvidia-gf114.g87,"Feb 20th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",736 MHz,957 MHz,Fermi 2.0,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,170 W,8.832 GPixel/s,35.33 GTexel/s,,847.9 GFLOPS,70.66 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GTX 560,https://www.techpowerup.com/gpu-specs/geforce-gtx-560.c287,GF114,https://www.techpowerup.com/gpu-specs/nvidia-gf114.g87,"May 17th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",810 MHz,1000 MHz,Fermi 2.0,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,170 W,11.34 GPixel/s,45.36 GTexel/s,,"1,089 GFLOPS",90.72 GFLOPS (1:12)
Nvidia,GeForce 500,GeForce GTX 560 OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-560-oem.c891,GF110,https://www.techpowerup.com/gpu-specs/nvidia-gf110.g86,"Nov 29th, 2011",PCIe 2.0 x16,"1280 MB, GDDR5, 320 bit",552 MHz,802 MHz,Fermi 2.0,TSMC,40 nm,"3,000 million",5.8M / mm²,520 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,512,64,48,16,,64 KB per SM,768 KB,,600 W,13.25 GPixel/s,26.50 GTexel/s,,847.9 GFLOPS,106.0 GFLOPS (1:8)
Nvidia,GeForce 500,GeForce GTX 560 Ti OEM,https://www.techpowerup.com/gpu-specs/geforce-gtx-560-ti-oem.c623,GF110,https://www.techpowerup.com/gpu-specs/nvidia-gf110.g86,"Mar 30th, 2011",PCIe 2.0 x16,"1280 MB, GDDR5, 256 bit",732 MHz,950 MHz,Fermi 2.0,TSMC,40 nm,"3,000 million",5.8M / mm²,520 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,512,64,48,16,,64 KB per SM,768 KB,,600 W,16.10 GPixel/s,32.21 GTexel/s,,"1,031 GFLOPS",128.8 GFLOPS (1:8)
Nvidia,GeForce 500,GeForce GTX 560 Ti,https://www.techpowerup.com/gpu-specs/geforce-gtx-560-ti.c273,GF114,https://www.techpowerup.com/gpu-specs/nvidia-gf114.g87,"Jan 25th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",823 MHz,1002 MHz,Fermi 2.0,TSMC,40 nm,"1,950 million",5.9M / mm²,332 mm²,12 (11_0),4.6,1.1,N/A,5.1,2.3,,,384,64,32,8,,64 KB per SM,512 KB,,170 W,13.17 GPixel/s,52.67 GTexel/s,,"1,263 GFLOPS",105.3 GFLOPS (1:12)
